Name,OtherNames,SpType,r_SpType,Adopt,3.6mag,e_3.6mag,f_3.6mag,4.5mag,e_4.5mag,f_4.5mag,5.8mag,e_5.8mag,f_5.8mag,8.0mag,e_8.0mag,f_8.0mag,24mag,e_24mag,f_24mag,W1mag,e_W1mag,f_W1mag,W2mag,e_W2mag,f_W2mag,W3mag,e_W3mag,f_W3mag,W4mag,e_W4mag,f_W4mag,Exc4.5,Exc8.0,Exc24,ExcW2,ExcW3,ExcW4,DiskType
2MASS J16002000-2237180,"HD 143275,HIP 78401,delta Sco",B0.2IV,1,B0.2IV,,,out,,,out,,,out,,,out,,,out,2.45,0.45,,,,err,0.81,0.01,,0.59,0.02,,,,,,Y,Y,Be
2MASS J16002323-2329595,,M6.5+M6.5,2,M6.5,,,out,,,out,,,out,,,out,,,out,12.95,0.03,,12.48,0.03,,11.01,0.13,,,,nodet,,,,Y,Y,,full
2MASS J16002631-2259412,UScoCTIO 53,"M5,M5,M5","18,14,2",M5,,,out,,,out,,,out,,,out,10.4,0.21,,11.12,0.03,,10.88,0.02,,10.63,0.09,,,,nodet,,,N,N,N,,
2MASS J16002669-2056316,UScoCTIO 112,"M5.5,M4.5,M5.5,M5","18,17,21,2",M5.5,,,out,,,out,,,out,,,out,8.48,0.04,,12.24,0.02,,11.78,0.02,,10.0,0.07,,,,false,,,Y,Y,Y,,full
2MASS J16003023-2334457,UScoCTIO 75,"M6,M6,M5.5","18,14,2",M5.5,,,out,,,out,,,out,,,out,,,nodet,11.63,0.03,,11.39,0.02,,11.27,0.17,,,,nodet,,,,N,N,,
2MASS J16003134-2027050,RX J1600.5-2027,"M1,M1","3,20",M1,,,out,8.61,0.02,,,,out,8.57,0.03,,8.42,0.04,,8.71,0.02,,8.62,0.02,,8.48,0.03,,,,false,N,N,N,N,N,,
2MASS J16004056-2200322,RX J1600.6-2159,G9,3,G9,8.26,0.02,,8.3,0.02,,,,out,8.31,0.03,,8.17,0.05,,8.34,0.02,,8.36,0.02,,8.28,0.03,,8.23,0.24,,N,N,N,N,N,N,
2MASS J16004135-2240416,,M3.75,2,M3.75,,,out,,,out,,,out,,,out,,,out,9.48,0.02,,9.34,0.02,,9.09,0.04,,,,nodet,,,,N,N,,
2MASS J16004277-2127380,RX J1600.7-2127,"K7,M0","3,20",K8,,,out,8.81,0.02,,,,out,8.76,0.03,,8.62,0.05,,8.87,0.02,,8.81,0.02,,8.72,0.03,,,,false,N,N,N,N,N,,
2MASS J16004318-2229143,,M6.5,2,M6.5,,,out,,,out,,,out,,,out,,,out,13.88,0.03,,13.59,0.05,,,,false,,,nodet,,,,N,,,
2MASS J16004465-2343148,RX J1600.7-2343,M2,3,M2,,,out,9.81,0.02,,,,out,9.79,0.03,,9.67,0.08,,9.94,0.02,,9.77,0.02,,9.57,0.04,,,,nodet,N,N,N,N,N,,
2MASS J16005065-1927502,,M6.5,13,M6.5,,,out,,,out,,,out,,,out,,,out,10.99,0.02,bl,10.7,0.02,bl,,,false,,,false,,,,N,,,
2MASS J16005283-2440380,,M3.25,2,M3.25,,,out,,,out,,,out,,,out,,,out,9.93,0.03,,9.8,0.02,,9.67,0.05,,,,false,,,,N,N,,
2MASS J16010519-2227311,Sco PMS 20,M3,12,M3,,,out,,,out,,,out,,,out,,,out,8.64,0.02,,8.53,0.02,,8.4,0.03,,8.08,0.22,,,,,N,N,N,
2MASS J16010605-2215246,,M5,14,M5,,,out,,,out,,,out,,,out,,,out,11.24,0.03,,10.99,0.02,,10.87,0.12,,,,nodet,,,,N,N,,
2MASS J16010801-2113184,RX J1601.1-2113,"M0,K7","3,20",K8,,,out,8.59,0.02,,,,out,8.52,0.03,,8.33,0.05,,8.64,0.02,,8.6,0.02,,8.45,0.03,,8.36,0.27,,N,N,N,N,N,,
2MASS J16011037-2222276,,M4,14,M4,,,out,,,out,,,out,,,out,,,out,9.58,0.02,,9.4,0.02,,9.29,0.04,,,,false,,,,N,N,,
2MASS J16011842-2652212,"HD 143441,HIP 78483","G0V,G2IV","8,5",G1,,,out,7.47,0.02,,,,out,7.45,0.03,,7.43,0.04,,7.5,0.03,,7.48,0.02,,7.42,0.02,,7.38,0.12,,N,N,N,N,N,N,
2MASS J16011915-2306394,UScoCTIO 109,"M6,M5","18,2",M5,,,out,,,out,,,out,,,out,,,nodet,12.45,0.03,,12.21,0.03,,,,false,,,nodet,,,,N,,,
2MASS J16012156-2237265,,M4,14,M4,,,out,,,out,,,out,,,out,9.71,0.15,,9.84,0.02,,9.65,0.02,,9.49,0.04,,,,false,,,N,N,N,,
2MASS J16012238-2708194,,M7,2,M7,,,out,,,out,,,out,,,out,,,out,13.23,0.03,,12.55,0.03,,11.25,0.19,,,,nodet,,,,Y,Y,,full
2MASS J16012563-2240403,"RX J1601.4-2240,Sco PMS 21","K1,K5","12,20",K3,8.37,0.02,,8.43,0.02,,,,out,8.41,0.03,,8.34,0.05,,8.41,0.02,,8.41,0.02,,8.3,0.03,,7.87,0.24,,N,N,N,N,N,N,
2MASS J16012664-2511545,"HD 143472,HIP 78494",A2mA7-F2,1,A2,,,out,6.88,0.02,,,,out,6.97,0.03,,6.99,0.04,,6.88,0.03,,6.89,0.02,,6.92,0.03,,6.88,0.11,,N,N,N,N,N,N,
2MASS J16012985-2248386,,"M4,M4.5","14,2",M4.5,,,out,,,out,,,out,,,out,,,out,10.32,0.02,,10.11,0.02,,9.94,0.06,,,,nodet,,,,N,N,,
2MASS J16013296-2242316,,M0,14,M0,,,out,,,out,,,out,,,out,,,nodet,11.17,0.03,,11.13,0.02,,10.87,0.13,,,,nodet,,,,N,N,,
2MASS J16013529-2443365,UScoCTIO 24,M3.75,2,M3.75,10.29,0.02,,,,out,10.27,0.03,,,,out,,,out,10.42,0.02,,10.31,0.02,,10.18,0.07,,,,nodet,,,,N,N,,
2MASS J16014086-2258103,,"M3,M4","14,2",M4,,,out,,,out,,,out,,,out,,,out,9.14,0.03,,8.65,0.02,,6.6,0.02,,4.19,0.03,,,,,Y,Y,Y,full
2MASS J16014157-2111380,,M4,17,M4,,,out,,,out,,,out,,,out,,,out,11.29,0.03,,10.73,0.02,,9.22,0.04,,7.5,0.13,,,,,Y,Y,Y,full
2MASS J16014528-2138551,,M6.5,2,M6.5,,,out,,,out,,,out,,,out,,,out,13.88,0.03,,13.34,0.04,,11.46,0.19,,,,nodet,,,,Y,Y,,full
2MASS J16014743-2049457,RX J1601.7-2049,M0,3,M0,,,out,8.34,0.02,,,,out,8.28,0.03,,8.14,0.04,,8.45,0.02,,8.37,0.02,,8.24,0.03,,8.08,0.23,,N,N,N,N,N,N,
2MASS J16014769-2441011,,"M5,M5.25","19,2",M5.25,,,out,12.59,0.02,,,,out,12.4,0.06,,,,out,12.8,0.03,,12.52,0.03,,,,nodet,,,nodet,N,N,,N,,,
2MASS J16014955-2351082,UScoCTIO 66,"M6,M5","18,2",M5,,,out,,,out,,,out,,,out,,,nodet,11.72,0.03,,11.5,0.02,,,,false,,,nodet,,,,N,,,
2MASS J16015149-2445249,RX J1601.8-2445,K7,3,K7,8.41,0.02,,8.39,0.02,,8.38,0.03,,8.34,0.03,,8.15,0.07,,8.37,0.02,,8.37,0.02,,8.29,0.03,,8.0,0.22,,N,N,N,N,N,N,
2MASS J16015498-2131230,,M5.5,2,M5.5,,,out,,,out,,,out,,,out,,,out,11.98,0.02,,11.71,0.02,,,,false,,,nodet,,,,N,,,
2MASS J16015546-2158496,"HD 143567,HIP 78530",B9V,1,B9V,,,out,6.88,0.02,,,,out,6.97,0.03,,6.88,0.04,,6.84,0.04,,6.89,0.02,,6.91,0.02,,6.75,0.09,,N,N,N,N,N,N,
2MASS J16015822-2008121,RX J1601.9-2008,"G5,G9IVe","3,5",G7,7.58,0.02,,7.59,0.02,,7.53,0.03,,7.55,0.03,,7.47,0.04,,7.58,0.03,,7.57,0.02,,7.5,0.02,,7.33,0.14,,N,N,N,N,N,N,
2MASS J16015894-2240368,,"M4,M4.5","14,2",M4.5,,,out,10.04,0.02,,,,out,10.06,0.03,,9.89,0.12,,10.24,0.02,,10.06,0.02,,9.94,0.06,,,,nodet,N,N,N,N,N,,
2MASS J16015976-1952202,,M5,22,M5,,,out,11.05,0.02,,,,out,10.99,0.03,,10.78,0.17,,11.29,0.03,,11.06,0.03,,10.87,0.13,,,,nodet,N,N,N,N,N,,
2MASS J16020039-2221237,RX J1602.0-2221,M1,3,M1,,,out,8.61,0.02,,,,out,8.56,0.03,,7.98,0.05,,8.75,0.02,,8.65,0.02,,8.49,0.03,,8.08,0.21,,N,N,Y,N,N,N,debris/ev trans
2MASS J16020287-2236139,,M0,14,M0,11.48,0.02,,,,out,11.36,0.04,,,,out,9.68,0.08,,11.38,0.03,,11.41,0.02,,11.48,0.19,,,,nodet,,,Y,N,N,,debris/ev trans
2MASS J16020429-2050425,UScoCTIO 100,"M7,M6.5,M5.75","18,13,2",M5.75,,,out,,,out,,,out,,,out,,,nodet,11.56,0.02,,11.29,0.02,,,,false,,,false,,,,N,,,
2MASS J16020757-2257467,,"M1,M2.5","14,2",M2.5,,,out,,,out,,,out,,,out,5.19,0.04,,9.21,0.02,,8.63,0.02,,7.01,0.02,,5.21,0.04,,,,Y,Y,Y,Y,full
2MASS J16020845-2254588,Sco PMS 22,M1,12,M1,,,out,,,out,,,out,,,out,8.94,0.05,,9.4,0.02,,9.32,0.02,,9.15,0.04,,,,false,,,N,N,N,,
2MASS J16021045-2241280,"RX J1602.1-2241,Sco PMS 23","K5,K7","12,20",K6,,,out,7.96,0.02,,,,out,7.91,0.03,,7.82,0.04,,7.96,0.02,,7.96,0.02,,7.87,0.02,,,,false,N,N,N,N,N,,
2MASS J16021096-2007495,UScoCTIO 70,M5,22,M5,11.08,0.02,,11.0,0.02,,11.0,0.03,,10.94,0.03,,10.81,0.08,,11.26,0.02,,11.03,0.02,,11.1,0.16,,,,nodet,N,N,N,N,N,,
2MASS J16021356-2241148,"HD 143600,HIP 78549",B9.5V,1,B9.5V,,,out,6.95,0.02,,,,out,7.01,0.03,,6.94,0.04,,6.93,0.04,,6.95,0.02,,6.97,0.02,,6.8,0.09,,N,N,N,N,N,N,
2MASS J16021628-2131051,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,,,out,10.79,0.03,,10.59,0.02,,10.48,0.09,,,,nodet,,,,N,N,,
2MASS J16022249-1956538,,M3,22,M3,,,out,10.33,0.02,,,,out,10.3,0.03,,9.96,0.07,,10.51,0.02,,10.31,0.02,,10.13,0.06,,,,false,N,N,N,N,N,,
2MASS J16022357-2259332,UScoCTIO 15,M5.25,2,M5.25,,,out,,,out,,,out,,,out,,,out,10.81,0.02,,10.57,0.02,,10.44,0.09,,,,nodet,,,,N,N,,
2MASS J16022366-2220193,,M3.25,2,M3.25,,,out,,,out,,,out,,,out,,,out,9.5,0.02,,9.35,0.02,,9.21,0.04,,,,false,,,,N,N,,
2MASS J16022461-2200248,,M0.5,2,M0.5,,,out,,,out,,,out,,,out,,,out,9.3,0.02,,9.24,0.02,,9.12,0.04,,,,nodet,,,,N,N,,
2MASS J16022616-2002403,,M5,22,M5,10.65,0.02,,10.52,0.02,,10.49,0.03,,10.5,0.03,,10.4,0.11,,10.76,0.02,,10.52,0.02,,10.42,0.09,,,,nodet,N,N,N,N,N,,
2MASS J16023185-2132340,,M5.25,2,M5.25,,,out,,,out,,,out,,,out,,,out,11.59,0.03,,11.34,0.03,,11.05,0.14,,,,nodet,,,,N,N,,
2MASS J16023227-2200486,,M5:,2,M5,,,out,,,out,,,out,,,out,,,out,11.97,0.02,,11.36,0.02,,9.34,0.04,,8.05,0.2,,,,,Y,Y,Y,full
2MASS J16023418-2200354,,M6,2,M6,,,out,,,out,,,out,,,out,,,out,11.51,0.02,,11.23,0.02,,10.95,0.13,,,,nodet,,,,N,N,,
2MASS J16023910-2542078,,K7,4,K7,,,out,8.98,0.02,,,,out,8.94,0.03,,8.93,0.06,,8.92,0.03,,8.97,0.02,,8.82,0.03,,8.93,0.43,,N,N,N,N,N,,
2MASS J16024142-2248419,UScoCTIO 102,M5.5,17,M5.5,,,out,,,out,,,out,,,out,,,out,11.62,0.02,,11.11,0.03,,9.25,0.04,,7.47,0.14,,,,,Y,Y,Y,full
2MASS J16024152-2138245,,M4.75,2,M4.75,,,out,,,out,,,out,,,out,,,out,10.78,0.02,,10.28,0.02,,8.44,0.03,,6.66,0.07,,,,,Y,Y,Y,full
2MASS J16024415-3040013,"HD 143637,HIP 78581",G1V,8,G1V,,,out,,,out,,,out,,,out,7.38,0.05,,7.48,0.03,,7.45,0.02,,7.41,0.02,,7.41,0.12,,,,N,N,N,N,
2MASS J16024544-1930377,,M5,22,M5,,,out,10.67,0.02,,,,out,10.62,0.03,,10.34,0.17,,10.93,0.02,,10.68,0.02,,10.49,0.09,,,,nodet,N,N,N,N,N,,
2MASS J16024546-1946034,,M2,22,M2,,,out,,,out,,,out,,,out,,,out,11.87,0.03,bl,11.8,0.03,bl,,,false,,,nodet,,,,N,,,
2MASS J16024575-2304509,UScoCTIO 55,"M5.5,M6,M5,M5","18,14,17,2",M5,,,out,,,out,,,out,,,out,7.3,0.04,,11.18,0.02,,10.78,0.02,,9.25,0.04,,7.32,0.11,,,,Y,Y,Y,Y,full
2MASS J16025116-2401502,,M5.75,2,M5.75,,,out,11.07,0.02,,,,out,10.93,0.03,,,,nodet,,,unres,,,unres,,,unres,,,unres,N,N,,,,,
2MASS J16025123-2401574,RX J1602.8-2401B,K4,3,K4,,,out,8.87,0.02,,,,out,8.81,0.03,,8.34,0.05,,8.92,0.03,,8.94,0.02,,8.8,0.04,,,,false,N,N,Y,N,N,,debris/ev trans
2MASS J16025214-2121296,,M6.5,2,M6.5,,,out,,,out,,,out,,,out,,,out,13.17,0.03,,12.84,0.03,,,,false,,,nodet,,,,N,,,
2MASS J16025243-2402226,RX J1602.8-2401A,K0,3,K0,,,out,7.67,0.02,,,,out,7.57,0.03,,7.55,0.04,,7.54,0.03,,7.67,0.02,,7.55,0.03,,7.55,0.15,,N,N,N,N,N,N,
2MASS J16025396-2022480,RX J1602.9-2022,"K7,K5","3,20",K6,7.98,0.02,,7.92,0.02,,7.84,0.03,,7.83,0.03,,7.74,0.05,,8.02,0.02,,7.96,0.02,,7.8,0.02,,7.96,0.2,,N,N,N,N,N,N,
2MASS J16025512-2247207,,M4,2,M4,,,out,,,out,,,out,,,out,,,out,10.45,0.03,,10.26,0.02,,10.15,0.08,,,,nodet,,,,N,N,,
2MASS J16025529-1922431,,M6.5,13,M6.5,,,out,,,out,,,out,,,out,,,out,11.44,0.02,,11.17,0.02,,10.98,0.13,,,,nodet,,,,N,N,,
2MASS J16025855-2256495,,"M2,M2.75","14,2",M2.75,,,out,,,out,,,out,,,out,,,out,10.0,0.02,,9.9,0.02,,9.72,0.05,,,,nodet,,,,N,N,,
2MASS J16030161-2207523,UScoCTIO 59,M4.75,2,M4.75,,,out,,,out,,,out,,,out,,,out,11.32,0.03,,10.78,0.02,,9.22,0.04,,7.06,0.09,,,,,Y,Y,Y,full
2MASS J16030269-1806050,,"K4,M0","4,20",K6,,,out,,,out,,,out,,,out,8.44,0.05,,8.56,0.03,,8.58,0.02,,8.47,0.03,,8.31,0.32,,,,N,N,N,,
2MASS J16031329-2112569,,M4.75,2,M4.75,,,out,,,out,,,out,,,out,,,out,10.86,0.02,,10.42,0.02,,8.47,0.03,,7.01,0.09,,,,,Y,Y,Y,full
2MASS J16031771-2108361,,M2.5,2,M2.5,,,sat,,,out,9.51,0.03,,,,out,,,out,9.71,0.02,,9.62,0.02,,9.53,0.04,,,,nodet,,,,N,N,,
2MASS J16032225-2413111,,M3.5,2,M3.5,,,out,,,out,,,out,,,out,,,out,9.38,0.02,,9.0,0.02,,7.71,0.02,,5.49,0.04,,,,,Y,Y,Y,full
2MASS J16032367-1751422,,M2,4,M2,,,out,,,out,,,out,,,out,8.12,0.04,,8.37,0.02,,8.28,0.02,,8.16,0.03,,7.82,0.18,,,,N,N,N,N,
2MASS J16032625-2155378,,M5,2,M5,,,out,,,out,,,out,,,out,,,out,11.27,0.03,bl,10.77,0.02,bl,8.86,0.04,,7.28,0.14,,,,,Y,Y,Y,full
2MASS J16032787-2153155,,M1,2,M1,,,out,,,out,,,out,,,out,,,out,9.74,0.02,,9.7,0.02,,9.55,0.05,,,,nodet,,,,N,N,,
2MASS J16032940-1955038,,M5,22,M5,,,out,10.65,0.02,,,,out,10.61,0.03,,10.21,0.09,,10.86,0.02,,10.63,0.02,,10.54,0.09,,,,nodet,N,N,N,N,N,,
2MASS J16033181-2348583,,M2,2,M2,,,out,,,out,,,out,,,out,,,out,9.57,0.02,,9.51,0.02,,9.35,0.04,,,,false,,,,N,N,,
2MASS J16033342-3008133,"HD 143811,HIP 78663","F5V,F6V",8,F6V,,,out,,,out,,,out,,,out,7.28,0.05,,7.66,0.03,,7.69,0.02,,7.64,0.02,,7.43,0.14,,,,Y,N,N,N,debris/ev trans
2MASS J16033471-1829303,,"M5.5,M5,M5","16,17,2",M5,,,out,,,out,,,out,,,out,,,out,11.12,0.03,,10.67,0.02,,9.54,0.05,,,,false,,,,Y,Y,,ev or trans
2MASS J16033550-2245560,RX J1603.6-2245,"G9,K0Ve","3,5",K0,,,out,8.26,0.02,,,,out,8.23,0.03,,8.2,0.04,,8.23,0.02,,8.27,0.02,,8.2,0.03,,8.17,0.25,,N,N,N,N,N,,
2MASS J16034030-2335237,,M4,17,M4,,,out,,,out,,,out,,,out,,,out,11.17,0.02,,10.98,0.02,,11.12,0.15,,,,nodet,,,,N,N,,
2MASS J16034187-2005577,,M2,22,M2,,,out,9.28,0.02,,,,out,9.24,0.03,,8.97,0.05,,9.36,0.02,,9.28,0.02,,9.15,0.04,,,,false,N,N,N,N,N,,
2MASS J16034334-2015314,,M2,22,M2,9.53,0.02,,9.5,0.02,,9.36,0.03,,9.43,0.03,,9.27,0.06,,9.56,0.02,,9.48,0.02,,9.36,0.04,,,,false,N,N,N,N,N,,
2MASS J16035047-1941214,,"M5,M4","22,2",M4,,,out,10.29,0.02,,,,out,10.26,0.03,,9.91,0.08,,10.49,0.03,,10.31,0.02,,10.14,0.06,,,,nodet,N,N,N,N,N,,
2MASS J16035496-2031383,RX J1603.9-2031B,"M0,M0","3,20",M0,,,out,8.43,0.02,,,,out,8.39,0.03,,8.16,0.04,,8.48,0.02,,8.4,0.02,,8.26,0.03,,,,false,N,N,N,N,N,,
2MASS J16035652-2357250,,M4.5,17,M4.5,,,out,,,out,,,out,,,out,,,out,12.5,0.03,bl,12.28,0.03,bl,,,nodet,,,nodet,,,,N,,,
2MASS J16035767-2031055,RX J1603.9-2031A,K5,3,K5,,,out,7.43,0.02,,,,out,6.95,0.03,,3.31,0.04,,7.72,0.02,,7.4,0.02,,5.97,0.02,,3.42,0.02,,Y,Y,Y,Y,Y,Y,full
2MASS J16035793-1942108,,M2,22,M2,,,out,9.69,0.02,,,,out,8.76,0.03,,6.13,0.04,,10.0,0.03,,9.56,0.02,,7.79,0.02,,6.3,0.06,,Y,Y,Y,Y,Y,Y,full
2MASS J16040024-1946029,"HD 143956,HIP 78702",B9V,1,B9V,,,sat,7.2,0.02,,7.24,0.03,,7.26,0.03,,6.98,0.04,,7.2,0.03,,7.2,0.02,,7.19,0.02,,7.25,0.13,,N,N,Y,N,N,N,debris/ev trans
2MASS J16041346-2810378,,M1,4,M1,,,out,,,out,,,out,,,out,,,out,8.54,0.03,,8.49,0.02,,8.35,0.03,,8.07,0.22,,,,,N,N,N,
2MASS J16041740-1942287,,M3.5,2,M3.5,,,out,,,out,,,out,,,out,,,out,9.99,0.03,,9.49,0.02,,8.19,0.03,,6.25,0.08,,,,,Y,Y,Y,full
2MASS J16041792-1941505,,M5:,2,M5,,,out,,,out,,,out,,,out,,,out,11.88,0.02,,11.3,0.02,,9.71,0.05,,,,false,,,,Y,Y,,full
2MASS J16041821-1910557,,M4,22,M4,10.44,0.02,,10.35,0.02,,10.33,0.03,,10.31,0.03,,10.05,0.08,,10.56,0.02,,10.37,0.02,,10.19,0.07,,,,nodet,N,N,N,N,N,,
2MASS J16042097-2130415,RX J1604.3-2130B,"M2,M3.5","3,2",M3.5,,,out,9.16,0.02,,,,out,9.1,0.03,,,,out,9.31,0.02,bl,9.17,0.02,bl,,,false,,,nodet,N,N,,N,,,
2MASS J16042165-2130284,RX J1604.3-2130A,K2,3,K2,,,out,8.64,0.02,,,,out,8.47,0.03,,4.04,0.04,,7.55,0.02,,7.08,0.02,,6.7,0.02,,4.37,0.03,,N,N,Y,Y,Y,Y,transitional
2MASS J16042796-1904337,,M4,22,M4,,,out,10.58,0.02,,,,out,10.56,0.03,,10.05,0.2,,,,unres,,,unres,,,unres,,,unres,N,N,N,,,,
2MASS J16042839-1904413,,M3,22,M3,,,out,8.96,0.02,,,,out,8.92,0.03,,8.72,0.05,,9.02,0.02,,8.87,0.02,,8.81,0.03,,,,false,N,N,N,N,N,,
2MASS J16043565-1948302,,"M5,M5.25","22,2",M5.25,10.81,0.02,,10.69,0.02,,10.65,0.03,,10.65,0.03,,10.44,0.12,,10.92,0.02,,10.68,0.02,,10.46,0.09,,,,nodet,N,N,N,N,N,,
2MASS J16043916-1942459,,"M4,M3.25","22,2",M3.25,,,out,10.44,0.02,,,,out,10.42,0.03,,9.53,0.06,,10.62,0.02,,10.46,0.02,,10.35,0.08,,,,nodet,N,N,Y,N,N,,debris/ev trans
2MASS J16044026-2254323,UScoCTIO 127,M6,2,M6,,,out,,,out,,,out,,,out,,,out,12.78,0.03,,12.13,0.03,,10.8,0.11,,,,nodet,,,,Y,Y,,full
2MASS J16044068-1946538,,M5.5,2,M5.5,11.92,0.02,,11.61,0.02,,11.38,0.03,,10.82,0.03,,8.03,0.05,,12.13,0.03,,11.62,0.02,,9.98,0.06,,8.13,0.21,,Y,Y,Y,Y,Y,Y,full
2MASS J16044075-1936525,,"M6.5,M6.5","16,2",M6.5,,,out,,,out,,,out,,,out,,,nodet,12.14,0.03,,11.88,0.03,,,,false,,,nodet,,,,N,,,
2MASS J16044303-2318258,UScoCTIO 110,M6.5,19,M6.5,12.28,0.02,,12.19,0.02,,12.15,0.03,,12.1,0.04,,,,nodet,12.52,0.02,,12.24,0.03,,11.3,0.18,,,,nodet,N,N,,N,Y?,,evolved?
2MASS J16044776-1930230,"RX J1604.7-1930,Sco PMS 27","K2,K3IVe","12,5",K2.5,7.92,0.02,,7.95,0.02,,,,out,7.94,0.03,,7.83,0.04,,7.92,0.02,,7.93,0.02,,7.87,0.02,,7.85,0.19,,N,N,N,N,N,N,
2MASS J16044930-2045581,,M6.5,2,M6.5,,,out,,,out,,,out,,,out,,,nodet,13.66,0.03,,13.36,0.04,,,,nodet,,,nodet,,,,N,,,
2MASS J16044997-2038353,,M5,22,M5,10.6,0.02,,10.52,0.02,,10.53,0.03,,10.46,0.03,,10.25,0.12,,10.8,0.03,,10.51,0.02,,10.35,0.08,,,,nodet,N,N,N,N,N,,
2MASS J16045155-2104169,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,,,out,10.16,0.03,,9.92,0.02,,9.69,0.05,,,,false,,,,N,N,,
2MASS J16045199-2224108,,M8.5,2,M8.5,,,out,,,out,,,out,,,out,,,out,12.66,0.03,,12.32,0.03,,,,false,,,nodet,,,,N,,,
2MASS J16045379-2002271,,M5.5,2,M5.5,,,out,,,out,,,out,,,out,,,out,11.32,0.03,,10.76,0.02,,9.38,0.04,,7.6,0.16,,,,,Y,Y,Y,full
2MASS J16045581-2307438,UScoCTIO 117,"M6.5,M6.5","16,2",M6.5,,,out,,,out,,,out,,,out,,,nodet,12.54,0.03,,12.21,0.03,,,,nodet,,,nodet,,,,N,,,
2MASS J16045644-1940451,,"M4,M4","22,2",M4,,,out,10.38,0.02,,,,out,10.37,0.03,,10.19,0.2,,10.57,0.03,,10.42,0.02,,10.07,0.07,,,,nodet,N,N,N,N,N,,
2MASS J16045716-2104160,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,,,out,11.38,0.03,,11.15,0.03,,11.62,0.32,,,,nodet,,,,N,,,
2MASS J16050179-2411327,,M4.25,2,M4.25,,,out,,,out,,,out,,,out,,,out,9.78,0.02,,9.57,0.02,,9.49,0.04,,,,nodet,,,,N,N,,
2MASS J16050213-2035070,,M2,22,M2,,,sat,9.12,0.02,,9.11,0.03,,9.07,0.03,,8.89,0.05,,9.25,0.02,,9.09,0.02,,9.01,0.04,,,,nodet,N,N,N,N,N,,
2MASS J16050231-1941554,,M4.5,2,M4.5,11.15,0.02,,11.09,0.02,,11.14,0.03,,11.08,0.03,,9.71,0.07,,11.35,0.03,,11.13,0.02,,10.92,0.13,,8.86,0.48,,N,N,Y,N,N,,debris/ev trans
2MASS J16050474-1956274,,M3,2,M3,,,out,,,out,,,out,,,out,,,out,10.02,0.03,,9.87,0.02,,9.85,0.06,,,,nodet,,,,N,N,,
2MASS J16050845-2015320,,M4,22,M4,,,out,9.31,0.02,,,,out,9.28,0.03,,9.07,0.08,,9.47,0.02,,9.32,0.02,,9.15,0.04,,,,nodet,N,N,N,N,N,,
2MASS J16050978-1942146,,M1.75,2,M1.75,9.96,0.02,,,,out,9.92,0.03,,,,out,9.48,0.08,,10.01,0.02,,9.92,0.02,,9.76,0.05,,,,false,,,N,N,N,,
2MASS J16051312-1944495,,M4,2,M4,10.63,0.02,,,,out,10.51,0.03,,,,out,,,out,10.72,0.03,,10.53,0.02,,10.28,0.07,,,,nodet,,,,N,N,,
2MASS J16051403-2406524,,"M6,M6.5","16,2",M6.5,,,out,,,out,,,out,,,out,,,nodet,11.66,0.03,,11.36,0.03,,11.31,0.18,,,,nodet,,,,N,N,,
2MASS J16051615-1938310,,"M4,M4.5","22,2",M4.5,11.14,0.02,,11.04,0.02,,11.03,0.03,,10.95,0.03,,11.05,0.19,,11.27,0.03,,11.06,0.02,,11.22,0.17,,,,nodet,N,N,N,N,N,,
2MASS J16051687-1948374,,K7,2,K7,,,sat,,,out,8.98,0.03,,,,out,8.92,0.06,,9.13,0.03,,9.12,0.02,,9.05,0.04,,9.03,0.52,,,,N,N,N,,
2MASS J16051791-2024195,,M3,22,M3,,,out,8.85,0.02,,,,out,8.81,0.03,,8.67,0.05,,8.99,0.02,,8.88,0.02,,8.75,0.03,,,,false,N,N,N,N,N,,
2MASS J16051915-2340088,"HD 144175,HIP 78809",B9V,1,B9V,,,out,7.31,0.02,,,,out,7.39,0.03,,7.3,0.05,,7.29,0.03,,7.31,0.02,,7.29,0.02,,7.4,0.12,,N,N,N,N,N,N,
2MASS J16052192-1936026,,"M1,M2.5","22,2",M2.5,9.95,0.02,,9.9,0.02,,9.9,0.03,,9.86,0.03,,9.54,0.06,,9.97,0.02,,9.9,0.02,,9.76,0.06,,,,nodet,N,N,N,N,N,,
2MASS J16052459-1954419,,M3.5,2,M3.5,,,out,,,out,,,out,,,out,9.44,0.14,,10.33,0.02,,10.19,0.02,,10.02,0.06,,,,nodet,,,Y?,N,N,,debris/ev trans?
2MASS J16052556-2035397,,M5,22,M5,,,out,10.45,0.02,,,,out,10.05,0.03,,7.71,0.04,,10.77,0.02,,10.44,0.02,,9.54,0.05,,8.03,0.21,,N,Y,Y,N,Y,Y,evolved
2MASS J16052624-1948185,"HD 144217,HIP 78820,beta1 Sco",B0.5V,1,B0.5V,,,out,2.89,0.02,,,,out,3.02,0.03,,2.97,0.04,,2.88,0.02,,,,err,2.95,0.02,,2.86,0.02,,N,N,N,,N,N,
2MASS J16052655-1948066,"HD 144218,HIP 78821,beta2 Sco",B2V,1,B2V,,,sat,4.98,0.02,,4.88,0.03,,5.06,0.03,,4.9,0.16,,,,unres,,,unres,,,unres,,,unres,N,N,N,,,,
