Name,OtherNames,SpType,r_SpType,Adopt,3.6mag,e_3.6mag,f_3.6mag,4.5mag,e_4.5mag,f_4.5mag,5.8mag,e_5.8mag,f_5.8mag,8.0mag,e_8.0mag,f_8.0mag,24mag,e_24mag,f_24mag,W1mag,e_W1mag,f_W1mag,W2mag,e_W2mag,f_W2mag,W3mag,e_W3mag,f_W3mag,W4mag,e_W4mag,f_W4mag,Exc4.5,Exc8.0,Exc24,ExcW2,ExcW3,ExcW4,DiskType,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,OTYPE,SP_TYPE,SP_QUAL,SP_NATURE,SP_BIBCODE,INPUT
2MASS J16152819-2315439,,M5.5,25,M5.5,,,out,,,out,,,out,,,out,,,out,12.08,0.03,,11.9,0.03,,,,false,,,nodet,,,,N,,,,2MASS J16152819-2315439,16 15 28.19,-23 15 43.9,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M5.5,D,,2011A&A...527A..24L,2MASS J16152819-2315439
2MASS J16153456-2242421,,"M1,K5Ve+M0Ve","4,5",M0,,,out,,,out,,,out,,,out,,,out,7.49,0.03,,7.16,0.02,,5.11,0.02,,2.96,0.02,,,,,Y,Y,Y,full,V* VV Sco,16 15 34.572,-22 42 42.53,7.0,7.0,39.0,18.0,0.0,B,,2003yCat.1289....0Z,Orion_V*,M1,D,,,2MASS J16153456-2242421
2MASS J16153587-2529008,,K5,2,K5,,,out,,,out,,,out,,,out,,,out,8.63,0.02,,8.61,0.02,,8.36,0.04,,,,false,,,,N,N,,,2MASS J16153587-2529008,16 15 35.872,-25 29 00.89,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16153587-2529008
2MASS J16153648-2315175,,M5.75,25,M5.75,,,out,,,out,,,out,,,out,,,out,12.85,0.03,,12.61,0.03,,,,false,,,false,,,,N,,,,2MASS J16153648-2315175,16 15 36.48,-23 15 17.5,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M5.75,D,,2011A&A...527A..24L,2MASS J16153648-2315175
2MASS J16153844-2341558,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,11.15,0.02,,10.94,0.02,,10.95,0.12,,,,false,,,,N,N,,,2MASS J16153844-2341558,16 15 38.44,-23 41 55.9,6.0,6.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,Star,M4.5,D,,2011A&A...527A..24L,2MASS J16153844-2341558
2MASS J16153866-2240371,,M5.75,25,M5.75,,,out,,,out,,,out,,,out,,,out,11.57,0.03,,11.32,0.03,,11.49,0.39,,,,nodet,,,,N,,,,2MASS J16153866-2240371,16 15 38.67,-22 40 37.1,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M5.75,D,,2011A&A...527A..24L,2MASS J16153866-2240371
2MASS J16153913-1917005,,M4.75,17,M4.75,,,out,,,out,,,out,,,out,,,out,10.15,0.02,,9.89,0.02,,9.57,0.12,,,,false,,,,N,N,,,2MASS J16153913-1917005,16 15 39.138,-19 17 00.58,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M4.75,D,,2008ApJ...688..377S,2MASS J16153913-1917005
2MASS J16154205-2235239,,M4.5,25,M4.5,,,out,,,out,,,out,,,out,,,out,10.42,0.03,,10.29,0.02,,10.23,0.07,,,,nodet,,,,N,N,,,2MASS J16154205-2235239,16 15 42.06,-22 35 23.9,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M4.5,D,,2011A&A...527A..24L,2MASS J16154205-2235239
2MASS J16154416-1921171,[T64] 10,K5,5,K5,,,out,,,out,,,out,,,out,,,out,6.84,0.03,,6.07,0.02,,3.62,0.02,,1.47,0.02,,,,,Y,Y,Y,full,GSC 06209-00747,16 15 44.170,-19 21 17.27,7.0,7.0,15.0,15.0,90.0,B,,2003yCat.1289....0Z,Em*,K5:Ve,C,,2006A&A...460..695T,2MASS J16154416-1921171
2MASS J16155327-2424380,,M2.5,2,M2.5,,,out,,,out,,,out,,,out,,,out,10.24,0.02,,10.14,0.03,,10.06,0.12,,,,nodet,,,,N,N,,,2MASS J16155327-2424380,16 15 53.277,-24 24 38.01,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16155327-2424380
2MASS J16155487-2315146,,M4.5,25,M4.5,,,out,,,out,,,out,,,out,,,out,10.16,0.02,,9.97,0.02,,9.9,0.06,,,,nodet,,,,N,N,,,2MASS J16155487-2315146,16 15 54.87,-23 15 14.6,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M4.5,D,,2011A&A...527A..24L,2MASS J16155487-2315146
2MASS J16155507-2444365,,M6,19,M6,11.86,0.02,,11.75,0.02,,11.73,0.05,,11.67,0.05,,,,nodet,12.02,0.02,,11.72,0.03,,,,false,,,nodet,N,N,,N,,,,2MASS J16155507-2444365,16 15 55.079,-24 44 36.50,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M6,D,,2006AJ....131.3016S,2MASS J16155507-2444365
2MASS J16155926-2329363,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,11.17,0.02,,10.98,0.02,,10.93,0.13,,,,nodet,,,,N,N,,,2MASS J16155926-2329363,16 15 59.27,-23 29 36.4,6.0,6.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,brownD*,M5.0,D,,2011A&A...527A..24L,2MASS J16155926-2329363
2MASS J16160292-2430548,,M0.5,2,M0.5,,,out,,,out,,,out,,,out,,,out,8.86,0.03,,8.79,0.02,,8.66,0.03,,8.61,0.41,,,,,N,N,,,2MASS J16160292-2430548,16 16 02.924,-24 30 54.90,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16160292-2430548
2MASS J16161172-2327050,,M4.5,25,M4.5,,,out,,,out,,,out,,,out,10.3,0.23,,10.85,0.02,,10.68,0.02,,10.54,0.09,,,,nodet,,,N,N,N,,,2MASS J16161172-2327050,16 16 11.72,-23 27 05.1,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M4.5,D,,2011A&A...527A..24L,2MASS J16161172-2327050
2MASS J16161183-2316268,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,11.68,0.03,,11.46,0.02,,,,false,,,nodet,,,,N,,,,2MASS J16161183-2316268,16 16 11.84,-23 16 26.8,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M5.0,D,,2011A&A...527A..24L,2MASS J16161183-2316268
2MASS J16161293-2430541,,M3.5,2,M3.5,,,out,,,out,,,out,,,out,,,out,9.81,0.03,,9.65,0.02,,9.66,0.06,,,,nodet,,,,N,N,,,2MASS J16161293-2430541,16 16 12.935,-24 30 54.15,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16161293-2430541
2MASS J16161329-2443572,,M2.5,2,M2.5,,,out,,,out,,,out,,,out,,,out,9.55,0.02,,9.42,0.02,,9.43,0.04,,,,nodet,,,,N,N,,,2MASS J16161329-2443572,16 16 13.298,-24 43 57.29,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16161329-2443572
2MASS J16161795-2339476,,"G7,G9IV","4,5",G8,8.01,0.02,,8.05,0.02,,,,out,8.05,0.03,,7.81,0.05,,8.03,0.02,,8.05,0.02,,7.97,0.02,,7.82,0.19,,N,N,N,N,N,N,,2MASS J16161795-2339476,16 16 17.952,-23 39 47.68,7.0,7.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,TTau*,G9IV,C,,2006A&A...460..695T,2MASS J16161795-2339476
2MASS J16161948-2405301,,M4.75,2,M4.75,,,out,,,out,,,out,,,out,,,out,11.72,0.02,,11.48,0.02,,11.16,0.17,,,,nodet,,,,N,N,,,2MASS J16161948-2405301,16 16 19.488,-24 05 30.13,7.0,7.0,70.0,60.0,0.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16161948-2405301
2MASS J16162012-2344141,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,9.99,0.02,,9.77,0.02,,9.68,0.05,,,,false,,,,N,N,,,2MASS J16162012-2344141,16 16 20.13,-23 44 14.2,6.0,6.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,Star,M5.25--M5,D,,2011A&A...527A..24L,2MASS J16162012-2344141
2MASS J16162191-2809504,"HD 146236,HIP 79733",A1mA9-F2,8,A1,,,out,7.88,0.02,,,,out,7.92,0.03,,7.87,0.05,,7.87,0.02,,7.89,0.02,,7.92,0.02,,7.56,0.16,,N,N,N,N,N,N,,HD 146236,16 16 21.9192,-28 09 50.474,9.0,9.0,10.020000457763672,8.170000076293945,90.0,A,O,2007A&A...474..653V,Star,A0,C,,,2MASS J16162191-2809504
2MASS J16162399-2408301,,"M5.5,M5,M5","16,17,2",M5,,,out,,,out,,,out,,,out,,,out,11.8,0.03,bl,11.64,0.02,bl,,,false,,,nodet,,,,N,,,,2MASS J16162399-2408301,16 16 24.000,-24 08 30.17,7.0,7.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2008ApJ...688..377S,2MASS J16162399-2408301
2MASS J16162518-2459194,"HD 146285,HIP 79739",B8V,1,B8V,,,out,6.97,0.02,,,,out,7.05,0.03,,7.03,0.04,,6.98,0.03,,6.97,0.02,,7.01,0.02,,6.87,0.08,,N,N,N,N,N,N,,HD 146285,16 16 25.1733,-24 59 19.475,9.0,9.0,8.0,7.099999904632568,90.0,A,O,2007A&A...474..653V,Star,B8V,C,,1988MSS...C04....0H,2MASS J16162518-2459194
2MASS J16162531-2412057,,M5,2,M5,,,out,,,out,,,out,,,out,,,out,11.96,0.03,,11.46,0.02,,10.06,0.07,,7.26,0.11,,,,,Y,Y,Y,full,2MASS J16162531-2412057,16 16 25.313,-24 12 05.72,7.0,7.0,70.0,60.0,0.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16162531-2412057
2MASS J16162598-2112227,,M5,17,M5,,,out,,,out,,,out,,,out,,,out,13.04,0.03,,12.74,0.03,,,,false,,,nodet,,,,N,,,,2MASS J16162598-2112227,16 16 25.989,-21 12 22.80,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2008ApJ...688..377S,2MASS J16162598-2112227
2MASS J16163068-2512201,,M5,2,M5,,,out,,,out,,,out,,,out,,,out,11.73,0.03,,11.49,0.03,,,,false,,,nodet,,,,N,,,,2MASS J16163068-2512201,16 16 30.683,-25 12 20.17,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16163068-2512201
2MASS J16163226-2205201,,"M6,M5.25","16,2",M5.25,,,out,,,out,,,out,,,out,11.57,0.58,,12.37,0.02,,12.01,0.03,,11.07,0.15,,,,nodet,,,,Y,Y,,evolved,2MASS J16163226-2205201,16 16 32.266,-22 05 20.12,7.0,7.0,70.0,60.0,82.0,B,I,2003yCat.2246....0C,brownD*,M6,D,,2009A&A...504..981B,2MASS J16163226-2205201
2MASS J16163343-2327210,,M5,25,M5,,,out,,,out,,,out,,,out,,,nodet,11.16,0.02,,10.9,0.02,,10.71,0.1,,,,nodet,,,,N,N,,,2MASS J16163343-2327210,16 16 33.44,-23 27 21.1,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M5.0,D,,2011A&A...527A..24L,2MASS J16163343-2327210
2MASS J16163345-2521505,,M0.5,2,M0.5,,,out,,,out,,,out,,,out,,,out,9.85,0.02,,9.57,0.02,,7.21,0.02,,4.71,0.03,,,,,Y,Y,Y,full,2MASS J16163345-2521505,16 16 33.455,-25 21 50.57,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16163345-2521505
2MASS J16163503-2057551,,M5.5,17,M5.5,,,out,,,out,,,out,,,out,,,out,11.06,0.02,,10.81,0.02,,10.64,0.11,,,,nodet,,,,N,N,,,2MASS J16163503-2057551,16 16 35.040,-20 57 55.18,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5.5,D,,2008ApJ...688..377S,2MASS J16163503-2057551
2MASS J16164163-2315389,,M4.5,25,M4.5,,,out,,,out,,,out,,,out,,,out,10.87,0.02,,10.68,0.02,,10.67,0.11,,,,nodet,,,,N,N,,,2MASS J16164163-2315389,16 16 41.63,-23 15 39.0,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M4.5,D,,2011A&A...527A..24L,2MASS J16164163-2315389
2MASS J16164539-2333413,,"M5,M5.75","17,25",M5.5,,,out,,,out,,,out,,,out,,,out,12.62,0.03,,12.33,0.03,,,,false,,,nodet,,,,N,,,,2MASS J16164539-2333413,16 16 45.395,-23 33 41.39,7.0,7.0,,,0.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2008ApJ...688..377S,2MASS J16164539-2333413
2MASS J16165062-2551466,"HD 146331,HIP 79771",B9V,1,B9V,,,out,7.03,0.02,,,,out,7.1,0.03,,7.07,0.04,,6.99,0.03,,7.01,0.02,,7.03,0.03,,7.01,0.11,,N,N,N,N,N,N,,HD 146331,16 16 50.6254,-25 51 46.713,9.0,9.0,7.289999961853027,5.710000038146973,90.0,A,O,2007A&A...474..653V,Star,B9V,C,,1988MSS...C04....0H,2MASS J16165062-2551466
2MASS J16165158-2048537,,M4,17,M4,,,out,,,out,,,out,,,out,,,out,10.95,0.02,,10.75,0.02,,10.68,0.12,,,,nodet,,,,N,N,,,2MASS J16165158-2048537,16 16 51.589,-20 48 53.76,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M4,D,,2008ApJ...688..377S,2MASS J16165158-2048537
2MASS J16165430-2459590,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,,,out,10.61,0.02,,10.46,0.02,,10.28,0.08,,,,nodet,,,,N,N,,,2MASS J16165430-2459590,16 16 54.307,-24 59 59.03,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16165430-2459590
2MASS J16165876-2118147,"HD 146416,HIP 79785",B9V,1,B9V,,,out,6.51,0.02,,,,out,6.58,0.03,,6.5,0.04,,6.5,0.04,,6.51,0.02,,6.54,0.02,,6.46,0.06,,N,N,N,N,N,N,,HR  6066,16 16 58.7667,-21 18 14.883,9.0,9.0,5.800000190734863,4.039999961853027,90.0,A,O,2007A&A...474..653V,Star,B9V,C,,1988MSS...C04....0H,2MASS J16165876-2118147
2MASS J16171901-2137129,,M5.5,17,M5.5,,,out,,,out,,,out,,,out,,,out,12.34,0.03,,12.02,0.03,,9.49,0.05,,7.42,0.13,,,,,N,Y,Y,full,2MASS J16171901-2137129,16 17 19.014,-21 37 12.92,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5.5,D,,2008ApJ...688..377S,2MASS J16171901-2137129
2MASS J16172505-2350380,,M5,19,M5,,,out,,,out,,,out,,,out,,,out,12.4,0.02,,12.1,0.03,,,,false,,,nodet,,,,N,,,,2MASS J16172505-2350380,16 17 25.050,-23 50 38.00,7.0,7.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2006AJ....131.3016S,2MASS J16172505-2350380
2MASS J16173103-2050469,,M7,17,M7,,,out,,,out,,,out,,,out,,,out,11.75,0.02,,11.48,0.02,,11.62,0.26,,,,nodet,,,,N,,,,2MASS J16173103-2050469,16 17 31.040,-20 50 46.92,7.0,7.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,pMS*,M7,D,,2008ApJ...688..377S,2MASS J16173103-2050469
2MASS J16173138-2303360,"HD 146516,Sco PMS 60","G0,G1V,G7V","12,1,5",G1V,7.81,0.02,,7.84,0.02,,,,out,7.87,0.03,,7.75,0.04,,7.86,0.03,,7.89,0.02,,7.83,0.02,,7.84,0.19,,N,N,N,N,N,N,,HD 146516,16 17 31.409,-23 03 36.06,7.0,7.0,143.0399932861328,140.39999389648438,90.0,B,,1988A&AS...74..449R,TTau*,G7V,C,,2006A&A...460..695T,2MASS J16173138-2303360
2MASS J16173236-2040362,,M6,17,M6,,,out,,,out,,,out,,,out,,,out,12.97,0.03,,12.65,0.03,,,,nodet,,,nodet,,,,N,,,,2MASS J16173236-2040362,16 17 32.366,-20 40 36.20,7.0,7.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,pMS*,M6,D,,2008ApJ...688..377S,2MASS J16173236-2040362
2MASS J16173786-2119159,,M4,17,M4,,,out,,,out,,,out,,,out,,,out,11.09,0.02,,10.85,0.02,,10.79,0.12,,,,nodet,,,,N,N,,,2MASS J16173786-2119159,16 17 37.870,-21 19 15.92,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M4,D,,2008ApJ...688..377S,2MASS J16173786-2119159
2MASS J16174366-2111552,,M4,17,M4,,,out,,,out,,,out,,,out,,,out,13.21,0.03,,13.03,0.04,,,,nodet,,,nodet,,,,N,,,,2MASS J16174366-2111552,16 17 43.665,-21 11 55.26,7.0,7.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,pMS*,M4,D,,2008ApJ...688..377S,2MASS J16174366-2111552
2MASS J16174539-2353360,,M6,19,M6,12.45,0.02,,12.35,0.02,,12.32,0.03,,12.38,0.05,,,,nodet,12.53,0.03,,12.25,0.03,,,,false,,,nodet,N,N,,N,,,,2MASS J16174539-2353360,16 17 45.400,-23 53 36.02,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M6,D,,2006AJ....131.3016S,2MASS J16174539-2353360
2MASS J16174583-2414436,,M5.25,2,M5.25,,,out,,,out,,,out,,,out,,,out,12.39,0.03,,12.06,0.03,,,,nodet,,,nodet,,,,N,,,,2MASS J16174583-2414436,16 17 45.839,-24 14 43.63,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16174583-2414436
2MASS J16175902-2428067,,M3,2,M3,,,out,,,out,,,out,,,out,,,out,10.23,0.03,,10.09,0.02,,9.93,0.07,,,,nodet,,,,N,N,,,2MASS J16175902-2428067,16 17 59.020,-24 28 06.77,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16175902-2428067
2MASS J16180546-3139064,"HD 146569,HIP 79860",A0V,8,A0V,,,out,7.88,0.02,,,,out,7.91,0.03,,7.84,0.04,,7.84,0.03,,7.82,0.02,,7.86,0.02,,7.78,0.17,,N,N,N,N,N,N,,HD 146569,16 18 05.4711,-31 39 06.306,9.0,9.0,7.559999942779541,5.710000038146973,90.0,A,O,2007A&A...474..653V,Star,A0V,C,,,2MASS J16180546-3139064
2MASS J16181107-2911125,,G8IVe,5,G8IVe,,,out,8.35,0.02,,,,out,8.33,0.03,,8.34,0.05,,8.32,0.02,,8.34,0.02,,8.28,0.03,,7.79,0.17,,N,N,N,N,N,N,,CD-28 12034,16 18 11.0627,-29 11 12.707,8.0,8.0,85.0999984741211,36.06999969482422,0.0,B,,1998A&A...335L..65H,RotV*,G8IV(e),C,,2006A&A...460..695T,2MASS J16181107-2911125
2MASS J16181201-2413326,,M5,17,M5,,,out,,,out,,,out,,,out,,,out,11.38,0.03,,11.13,0.02,,,,false,,,nodet,,,,N,,,,2MASS J16181201-2413326,16 18 12.016,-24 13 32.65,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2008ApJ...688..377S,2MASS J16181201-2413326
2MASS J16181568-2347084,,M5.5,17,M5.5,,,out,,,out,,,out,,,out,,,out,10.51,0.02,,10.02,0.02,,8.31,0.03,,6.85,0.11,,,,,Y,Y,Y,full,2MASS J16181568-2347084,16 18 15.682,-23 47 08.44,7.0,7.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,pMS*,M5.5,D,,2008ApJ...688..377S,2MASS J16181568-2347084
2MASS J16181600-2437266,,M4,17,M4,,,out,,,out,,,out,,,out,,,out,10.38,0.02,,10.13,0.02,,10.08,0.08,,,,nodet,,,,N,N,,,2MASS J16181600-2437266,16 18 16.007,-24 37 26.61,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M4,D,,2008ApJ...688..377S,2MASS J16181600-2437266
2MASS J16181616-2802300,"HD 146606,HIP 79878",A0V,8,A0V,,,out,7.06,0.02,,,,out,7.12,0.03,,5.83,0.04,,7.05,0.03,,7.08,0.02,,6.85,0.02,,5.96,0.05,,N,N,Y,N,N,Y,debris/ev trans,HD 146606,16 18 16.1600,-28 02 30.154,9.0,9.0,3.7799999713897705,2.9800000190734863,90.0,A,O,2007A&A...474..653V,Star,A0V,C,,,2MASS J16181616-2802300
2MASS J16181618-2619080,,"M5.5,M4.5","16,2",M4.5,,,out,,,out,,,out,,,out,,,out,10.69,0.02,,10.45,0.02,,9.7,0.12,,,,false,,,,N,Y?,,evolved?,2MASS J16181618-2619080,16 18 16.185,-26 19 08.07,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,**,M5.5,D,,2009A&A...504..981B,2MASS J16181618-2619080
2MASS J16181904-2028479,,M4.75,17,M4.75,,,out,,,out,,,out,,,out,,,out,10.22,0.02,,9.75,0.02,,8.72,0.03,,7.04,0.12,,,,,Y,Y,Y,evolved,2MASS J16181904-2028479,16 18 19.047,-20 28 47.96,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M4.75,D,,2008ApJ...688..377S,2MASS J16181904-2028479
2MASS J16182082-2401502,,M5.5,2,M5.5,,,out,,,out,,,out,,,out,,,out,13.52,0.04,,13.2,0.05,,,,nodet,,,nodet,,,,N,,,,2MASS J16182082-2401502,16 18 20.828,-24 01 50.24,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16182082-2401502
2MASS J16182501-2338106,,M5,19,M5,,,out,,,out,,,out,,,out,,,out,12.12,0.03,,11.86,0.03,,,,false,,,nodet,,,,N,,,,2MASS J16182501-2338106,16 18 25.019,-23 38 10.68,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2006AJ....131.3016S,2MASS J16182501-2338106
2MASS J16182825-2316274,"HD 146706,HIP 79897",B9V,1,B9V,,,out,6.98,0.02,,,,out,7.08,0.03,,6.95,0.04,,6.97,0.03,,6.99,0.02,,6.99,0.02,,6.85,0.07,,N,N,N,N,N,N,,HD 146706,16 18 28.2572,-23 16 27.495,9.0,9.0,8.859999656677246,5.090000152587891,90.0,A,O,2007A&A...474..653V,V*,B9V,C,,1988MSS...C04....0H,2MASS J16182825-2316274
2MASS J16183317-2517504,,"M6,M5+M5","16,34",M5,,,out,,,out,,,out,,,out,7.7,0.05,,10.85,0.03,,10.44,0.02,,9.15,0.05,,7.33,0.19,,,,Y,Y,Y,Y,evolved,2MASS J16183317-2517504,16 18 33.176,-25 17 50.50,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,**,M6,D,,,2MASS J16183317-2517504
2MASS J16183618-2425333,,M4,17,M4,,,out,,,out,,,out,,,out,,,out,10.79,0.02,,10.58,0.02,,10.56,0.13,,,,nodet,,,,N,N,,,2MASS J16183618-2425333,16 18 36.187,-24 25 33.36,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M4,D,,2008ApJ...688..377S,2MASS J16183618-2425333
2MASS J16183914-2135341,"HD 146743,HIP 79910","F3V,F4V","1,9","F3V,F4V",,,out,,,out,,,out,,,out,7.39,0.05,,7.46,0.03,,7.48,0.02,,7.46,0.02,,7.48,0.14,,,,N,N,N,N,,HD 146743,16 18 39.1436,-21 35 34.258,9.0,9.0,12.850000381469727,11.420000076293945,90.0,A,O,2007A&A...474..653V,Star,F3V,C,,1988MSS...C04....0H,2MASS J16183914-2135341
2MASS J16184074-2209482,,"M7,M6","16,2",M6,,,out,,,out,,,out,,,out,,,nodet,12.54,0.03,bl,12.23,0.03,bl,,,false,,,false,,,,N,,,,2MASS J16184074-2209482,16 18 40.741,-22 09 48.21,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M7,D,,,2MASS J16184074-2209482
2MASS J16184955-2541499,,M5.5,2,M5.5,,,out,,,out,,,out,,,out,,,out,13.61,0.04,,13.38,0.07,,,,nodet,,,nodet,,,,N,,,,2MASS J16184955-2541499,16 18 49.552,-25 41 49.96,7.0,7.0,60.0,60.0,45.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16184955-2541499
2MASS J16185037-2424319,,M5,17,M5,,,out,,,out,,,out,,,out,,,out,12.25,0.03,,11.96,0.03,,,,false,,,nodet,,,,N,,,,2MASS J16185037-2424319,16 18 50.371,-24 24 32.00,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2008ApJ...688..377S,2MASS J16185037-2424319
2MASS J16185430-2346075,,M5.25,2,M5.25,,,out,,,out,,,out,,,out,,,nodet,13.27,0.03,,12.85,0.03,,,,nodet,,,nodet,,,,N,,,,2MASS J16185430-2346075,16 18 54.304,-23 46 07.55,7.0,7.0,70.0,60.0,0.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16185430-2346075
2MASS J16190341-2344085,,"M6.5,M5","16,2",M5,,,out,,,out,,,out,,,out,,,nodet,12.51,0.03,,12.16,0.03,,,,nodet,,,nodet,,,,N,,,,2MASS J16190341-2344085,16 19 03.415,-23 44 08.58,7.0,7.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,brownD*,M6.5,D,,,2MASS J16190341-2344085
2MASS J16190474-2307526,,M5.5,17,M5.5,,,out,,,out,,,out,,,out,,,out,11.76,0.03,,11.47,0.02,,10.44,0.09,,,,false,,,,N,Y,,ev or trans,2MASS J16190474-2307526,16 19 04.740,-23 07 52.69,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5.5,D,,2008ApJ...688..377S,2MASS J16190474-2307526
2MASS J16191521-2417241,,M4,17,M4,,,out,,,out,,,out,,,out,,,out,10.81,0.03,,10.56,0.02,,10.24,0.12,,,,nodet,,,,N,N,,,2MASS J16191521-2417241,16 19 15.215,-24 17 24.15,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M4,D,,2008ApJ...688..377S,2MASS J16191521-2417241
2MASS J16191646-2347235,,"M8,M6","16,2",M6,,,out,,,out,,,out,,,out,8.62,0.1,,13.18,0.04,,12.61,0.03,,,,nodet,,,nodet,,,Y,Y,,,full,2MASS J16191646-2347235,16 19 16.463,-23 47 23.54,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M8,D,,,2MASS J16191646-2347235
2MASS J16192634-2412444,,"M6,M5","16,2",M5,,,out,,,out,,,out,,,out,,,nodet,12.04,0.03,,11.73,0.03,,,,nodet,,,nodet,,,,N,,,,2MASS J16192634-2412444,16 19 26.347,-24 12 44.50,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M6,D,,,2MASS J16192634-2412444
2MASS J16192923-2124132,"HD 146897,HIP 79977","F2/F3V,F3V","1,9",F3V,,,out,,,out,,,out,,,out,4.14,0.04,,7.76,0.03,,7.77,0.02,,7.42,0.02,,4.31,0.02,,,,Y,N,Y,Y,debris/ev trans,HD 146897,16 19 29.2425,-21 24 13.276,9.0,9.0,9.59000015258789,8.600000381469727,90.0,A,O,2007A&A...474..653V,Star,F2/F3V,D,,1988MSS...C04....0H,2MASS J16192923-2124132
